trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
534638020,1,1,"West to Corona 6th & Smith",,0,84703602,shp-1-5g,2,2,00124
534542020,1,1,"East to UCR",,1,84703302,shp-1-05,2,2,00121
534543020,1,1,"East to UCR",,1,84703602,shp-1-05,2,2,00124
534545020,1,1,"East to UCR",,1,84698602,shp-1-05,2,2,00104
534547020,1,1,"East to UCR",,1,84699002,shp-1-01,0,0,00112
534548020,1,1,"East to UCR",,1,84704202,shp-1-02,2,2,00125
534549020,1,1,"East to UCR",,1,84693702,shp-1-05,2,2,00103
534552020,1,1,"East to UCR",,1,84702602,shp-1-05,2,2,00107
534554020,1,1,"East to UCR",,1,84693902,shp-1-05,2,2,00105
534556020,1,1,"East to UCR",,1,84704202,shp-1-02,2,2,00125
534557020,1,1,"East to UCR",,1,84703902,shp-1-05,2,2,00131
534559020,1,1,"East to UCR",,1,84693902,shp-1-06,0,0,00105
534561020,1,1,"East to UCR",,1,84705102,shp-1-05,2,2,00123
534563020,1,1,"East to UCR",,1,84696602,shp-1-10,0,0,00109
534566020,1,1,"East to UCR",,1,84703002,shp-1-04,0,0,00128
534569020,1,1,"East to UCR",,1,84693702,shp-1-01,0,0,00103
534571020,1,1,"East to UCR",,1,84692602,shp-1-05,2,2,00101
534573020,1,1,"East to UCR",,1,84699102,shp-1-04,0,0,00106
534575020,1,1,"East to UCR",,1,84702702,shp-1-05,2,2,00113
534578020,1,1,"East to UCR",,1,84696602,shp-1-06,0,0,00109
534580020,1,1,"East to UCR",,1,84703002,shp-1-04,0,0,00128
534581020,1,1,"East to UCR",,1,84693002,shp-1-02,2,2,00102
534583020,1,1,"East to UCR",,1,84706602,shp-1-05,2,2,00118
534584020,1,1,"East to UCR",,1,84705402,shp-1-04,0,0,00133
534585020,1,1,"East to UCR",,1,84704902,shp-1-04,0,0,00108
534588020,1,1,"East to UCR",,1,84693902,shp-1-05,2,2,00105
534590020,1,1,"East to UCR",,1,84704502,shp-1-05,2,2,00119
534594020,1,1,"East to UCR",,1,84702602,shp-1-04,0,0,00107
534596020,1,1,"East to UCR",,1,84692502,shp-1-06,0,0,02001
534597020,1,1,"East to UCR",,1,84703402,shp-1-04,0,0,00134
534598020,1,1,"East to UCR via DT Metrolink",,1,84693102,shp-1-03,0,0,01401
534610020,1,1,"East to UCR",,1,84697302,shp-1-06,0,0,00110
534611020,1,1,"East to UCR",,1,84695802,shp-1-10,0,0,02102
534612020,1,1,"East to UCR",,1,84693002,shp-1-05,2,2,00102
534613020,1,1,"East to UCR",,1,84698402,shp-1-10,0,0,00115
534614020,1,1,"East to UCR",,1,84698302,shp-1-05,2,2,00111
534615020,1,1,"East to UCR",,1,84699102,shp-1-05,2,2,00106
534616020,1,1,"East to UCR",,1,84702802,shp-1-05,2,2,00114
534617020,1,1,"East to UCR",,1,84705002,shp-1-05,2,2,00116
534618020,1,1,"East to UCR",,1,84704302,shp-1-05,2,2,00117
534619020,1,1,"East to UCR",,1,84703702,shp-1-05,2,2,00120
534620020,1,1,"East to UCR",,1,84707402,shp-1-05,2,2,00122
534621020,1,1,"East to UCR",,1,84703602,shp-1-02,2,2,00124
534622020,1,1,"East to UCR",,1,84704802,shp-1-05,2,2,00126
534623020,1,1,"East to UCR",,1,84703502,shp-1-05,2,2,00127
534415020,10,1,"West to Galleria at Tyler Mall",,0,84693802,shp-10-51,0,0,01001
534417020,10,1,"West to Galleria at Tyler Mall",,0,84693802,shp-10-51,0,0,01001
534419020,10,1,"West to Galleria at Tyler Mall",,0,84707102,shp-10-51,0,0,01004
534421020,10,1,"West to Galleria at Tyler Mall",,0,84707102,shp-10-51,0,0,01004
534422020,10,1,"West to Galleria at Tyler Mall",,0,84696502,shp-10-51,0,0,01002
534424020,10,1,"West to Galleria at Tyler Mall",,0,84696502,shp-10-51,0,0,01002
534426020,10,1,"West to Galleria at Tyler Mall",,0,84705502,shp-10-51,0,0,01003
534428020,10,1,"West to Galleria at Tyler Mall",,0,84705502,shp-10-51,0,0,01003
534414020,10,1,"East to Big Springs & Watkins",,1,84693802,shp-10-02,0,0,01001
534416020,10,1,"East to Big Springs & Watkins",,1,84693802,shp-10-02,0,0,01001
534418020,10,1,"East to Big Springs & Watkins",,1,84707102,shp-10-02,0,0,01004
534420020,10,1,"East to Big Springs & Watkins",,1,84707102,shp-10-02,0,0,01004
534423020,10,1,"East to Big Springs & Watkins",,1,84696502,shp-10-02,0,0,01002
534425020,10,1,"East to Big Springs & Watkins",,1,84705502,shp-10-02,0,0,01003
534427020,10,1,"East to Big Springs & Watkins",,1,84705502,shp-10-02,0,0,01003
534429020,10,1,"East to Big Springs & Watkins",,1,84705502,shp-10-02,0,0,01003
534319020,11,1," Counterclock to Moreno Valley Mall",,0,84697502,shp-11-01,0,0,01102
534320020,11,1," Counterclock to Moreno Valley Mall",,0,84697502,shp-11-01,0,0,01102
534321020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534322020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534323020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534324020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534325020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534326020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534327020,11,1," Counterclock to Moreno Valley Mall",,0,84705702,shp-11-01,0,0,01104
534328020,11,1," Clockwise to Moreno Valley Mall",,1,84697102,shp-11-51,0,0,01101
534329020,11,1," Clockwise to Moreno Valley Mall",,1,84697102,shp-11-51,0,0,01101
534330020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534331020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534332020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534333020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534334020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534335020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534336020,11,1," Clockwise to Moreno Valley Mall",,1,84705602,shp-11-51,0,0,01103
534254020,12,1,"West to Corona Hills Plaza",,0,84706102,shp-12-56,0,0,01206
534255020,12,1,"West to Corona Hills Plaza",,0,84705902,shp-12-56,0,0,01207
534258020,12,1,"West to Corona Hills Plaza",,0,84705902,shp-12-56,0,0,01207
534259020,12,1,"West to Corona Hills Plaza",,0,84706102,shp-12-56,0,0,01206
534262020,12,1,"West to Corona Hills Plaza",,0,84694602,shp-12-56,0,0,01202
534264020,12,1,"West to Corona Hills Plaza",,0,84706002,shp-12-56,0,0,01205
534265020,12,1,"West to Corona Hills Plaza",,0,84694602,shp-12-56,0,0,01202
534267020,12,1,"West to Corona Hills Plaza",,0,84705802,shp-12-56,0,0,01204
534268020,12,1,"West to Corona Hills Plaza",,0,84694802,shp-12-56,0,0,01203
534270020,12,1,"West to Corona Hills Plaza",,0,84693402,shp-12-56,0,0,01201
534272020,12,1,"West to Corona Hills Plaza",,0,84705802,shp-12-56,0,0,01204
534273020,12,1,"West to Corona Hills Plaza",,0,84705802,shp-12-56,0,0,01204
534279020,12,1,"West to Corona Hills Plaza",,0,84694602,shp-12-57,0,0,01202
534253020,12,1,"East to La Cadena & Stephens",,1,84705802,shp-12-10,0,0,01204
534256020,12,1,"East to La Cadena & Stephens",,1,84706102,shp-12-11,0,0,01206
534257020,12,1,"East to La Cadena & Stephens",,1,84705802,shp-12-11,0,0,01204
534260020,12,1,"East to La Cadena & Stephens",,1,84694602,shp-12-11,0,0,01202
534261020,12,1,"East to La Cadena & Stephens",,1,84706002,shp-12-11,0,0,01205
534263020,12,1,"East to La Cadena & Stephens",,1,84694602,shp-12-11,0,0,01202
534266020,12,1,"East to La Cadena & Stephens",,1,84694802,shp-12-11,0,0,01203
534269020,12,1,"East to La Cadena & Stephens",,1,84694802,shp-12-11,0,0,01203
534271020,12,1,"East to La Cadena & Stephens",,1,84705902,shp-12-11,0,0,01207
534274020,12,1,"East to La Cadena & Stephens",,1,84705802,shp-12-11,0,0,01204
534275020,12,1,"East to La Cadena & Stephens",,1,84693402,shp-12-11,0,0,01201
534276020,12,1,"East to La Cadena & Stephens",,1,84694602,shp-12-11,0,0,01202
534277020,12,1,"East to La Cadena & Stephens",,1,84693402,shp-12-11,0,0,01201
534340020,13,1,"West to Galleria at Tyler",,0,84694902,shp-13-58,0,0,01302
534341020,13,1,"West to Galleria at Tyler",,0,84693602,shp-13-58,0,0,01301
534342020,13,1,"West to Galleria at Tyler Mall",,0,84692402,shp-13-57,0,0,02701
534343020,13,1,"West to Galleria at Tyler Mall",,0,84698002,shp-13-57,0,0,01303
534344020,13,1,"West to Galleria at Tyler Mall",,0,84704002,shp-13-57,0,0,01304
534345020,13,1,"West to Galleria at Tyler Mall",,0,84706602,shp-13-57,0,0,00118
534346020,13,1,"West to Galleria at Tyler Mall",,0,84693602,shp-13-57,0,0,01301
534347020,13,1,"West to Galleria at Tyler Mall",,0,84706302,shp-13-57,0,0,01306
534348020,13,1,"West to Galleria at Tyler Mall",,0,84709802,shp-13-57,0,0,02703
534349020,13,1,"West to Galleria at Tyler Mall",,0,84703802,shp-13-57,0,0,02705
534350020,13,1,"West to Galleria at Tyler Mall",,0,84706702,shp-13-57,0,0,02704
534351020,13,1,"East to Hunter Park",,1,84693602,shp-13-10,0,0,01301
534352020,13,1,"East to Hunter Park",,1,84692402,shp-13-10,0,0,02701
534353020,13,1,"East to Hunter Park",,1,84692602,shp-13-10,0,0,00101
534354020,13,1,"East to Hunter Park",,1,84695602,shp-13-10,0,0,02702
534355020,13,1,"East to Hunter Park",,1,84694902,shp-13-10,0,0,01302
534356020,13,1,"East to Hunter Park",,1,84693602,shp-13-10,0,0,01301
534357020,13,1,"East to Hunter Park",,1,84706202,shp-13-10,0,0,01305
534358020,13,1,"East to Downtown Riverside",,1,84709802,shp-13-02,0,0,02703
534359020,13,1,"East to Downtown Riverside",,1,84703802,shp-13-02,0,0,02705
534360020,13,1,"East to Downtown Riverside",,1,84706702,shp-13-02,0,0,02704
534361020,13,1,"East to Downtown Riverside",,1,84706502,shp-13-02,0,0,02706
534362020,13,1,"East to Downtown Riverside",,1,84706302,shp-13-11,0,0,01306
534299020,14,1,"West to Galleria at Tyler",,0,84693102,shp-14-55,0,0,01401
534307020,14,1,"West to Galleria at Tyler",,0,84696702,shp-14-56,0,0,01402
534308020,14,1,"West to Galleria at Tyler",,0,84696802,shp-14-55,0,0,01403
534309020,14,1,"West to Galleria at Tyler",,0,84706402,shp-14-55,0,0,01404
534310020,14,1,"West to Galleria at Tyler",,0,84693102,shp-14-55,0,0,01401
534311020,14,1,"West to Galleria at Tyler",,0,84706902,shp-14-55,0,0,01405
534312020,14,1,"West to Galleria at Tyler",,0,84706402,shp-14-55,0,0,01404
534313020,14,1,"West to Galleria at Tyler",,0,84706802,shp-14-55,0,0,01406
534314020,14,1,"West to Galleria at Tyler",,0,84706902,shp-14-55,0,0,01405
534315020,14,1,"West to Galleria at Tyler",,0,84706402,shp-14-55,0,0,01404
534298020,14,1,"East to Loma Linda",,1,84696802,shp-14-05,0,0,01403
534300020,14,1,"East to Loma Linda",,1,84693102,shp-14-03,0,0,01401
534301020,14,1,"East to Loma Linda",,1,84693102,shp-14-05,0,0,01401
534302020,14,1,"East to Loma Linda",,1,84706402,shp-14-05,0,0,01404
534303020,14,1,"East to Loma Linda",,1,84693102,shp-14-05,0,0,01401
534304020,14,1,"East to Loma Linda",,1,84706902,shp-14-05,0,0,01405
534305020,14,1,"East to Loma Linda",,1,84706402,shp-14-05,0,0,01404
534306020,14,1,"East to Loma Linda",,1,84706802,shp-14-05,0,0,01406
534316020,14,1,"East to Downtown Riverside",,1,84706902,shp-14-01,0,0,01405
534317020,14,1,"East to Loma Linda",,1,84696802,shp-14-03,0,0,01403
534318020,14,1,"East to Loma Linda",,1,84696702,shp-14-05,0,0,01402
534645020,15,1,"West to Merced & Magnolia",,0,84707302,shp-15-55,0,0,01505
534646020,15,1,"West to Merced & Magnolia",,0,84703202,shp-15-55,0,0,01509
534650020,15,1,"West to Merced & Magnolia",,0,84705502,shp-15-55,0,0,01003
534651020,15,1,"West to Merced & Magnolia",,0,84707302,shp-15-55,0,0,01505
534652020,15,1,"West to Merced & Magnolia",,0,84707202,shp-15-55,0,0,01508
534653020,15,1,"West to Merced & Magnolia",,0,84703202,shp-15-55,0,0,01509
534654020,15,1,"West to Merced & Magnolia",,0,84707302,shp-15-55,0,0,01505
534665020,15,1,"West to Merced & Magnolia",,0,84695002,shp-15-55,0,0,01501
534666020,15,1,"West to Merced & Magnolia",,0,84696402,shp-15-56,0,0,01504
534667020,15,1,"West to Merced & Magnolia",,0,84695202,shp-15-55,0,0,01502
534668020,15,1,"West to Merced & Magnolia",,0,84695002,shp-15-55,0,0,01501
534669020,15,1,"West to Merced & Magnolia",,0,84707502,shp-15-55,0,0,01506
534670020,15,1,"West to Merced & Magnolia",,0,84707102,shp-15-55,0,0,01004
534671020,15,1,"West to Merced & Magnolia",,0,84703202,shp-15-55,0,0,01509
534672020,15,1,"West to Merced & Magnolia",,0,84707502,shp-15-55,0,0,01506
534674020,15,1,"West to Merced & Magnolia",,0,84696202,shp-15-55,0,0,01503
534677020,15,1,"West to Merced & Magnolia",,0,84707502,shp-15-55,0,0,01506
534678020,15,1,"West to Merced & Magnolia",,0,84693802,shp-15-56,0,0,01001
534682020,15,1,"West to Merced & Magnolia",,0,84707202,shp-15-55,0,0,01508
534647020,15,1,"East to Downtown Riverside",,1,84707302,shp-15-01,0,0,01505
534648020,15,1,"East to Downtown Riverside",,1,84707302,shp-15-01,0,0,01505
534649020,15,1,"East to Downtown Riverside",,1,84703202,shp-15-03,0,0,01509
534655020,15,1,"East to Downtown Riverside",,1,84696202,shp-15-01,0,0,01503
534656020,15,1,"East to Downtown Riverside",,1,84695002,shp-15-01,0,0,01501
534657020,15,1,"East to Downtown Riverside",,1,84695202,shp-15-01,0,0,01502
534658020,15,1,"East to Downtown Riverside",,1,84696202,shp-15-01,0,0,01503
534659020,15,1,"East to Downtown Riverside",,1,84695202,shp-15-01,0,0,01502
534660020,15,1,"East to Downtown Riverside",,1,84707502,shp-15-01,0,0,01506
534661020,15,1,"East to Downtown Riverside",,1,84703202,shp-15-01,0,0,01509
534662020,15,1,"East to Downtown Riverside",,1,84707302,shp-15-03,0,0,01505
534663020,15,1,"East to Downtown Riverside",,1,84707502,shp-15-03,0,0,01506
534664020,15,1,"East to Downtown Riverside",,1,84703102,shp-15-01,0,0,01507
534673020,15,1,"East to Downtown Riverside",,1,84707202,shp-15-01,0,0,01508
534675020,15,1,"East to Downtown Riverside",,1,84696402,shp-15-01,0,0,01504
534676020,15,1,"East to Downtown Riverside",,1,84707202,shp-15-01,0,0,01508
534679020,15,1,"East to Downtown Riverside",,1,84707202,shp-15-01,0,0,01508
534681020,15,1,"East to Downtown Riverside",,1,84707502,shp-15-01,0,0,01506
534170020,16,1,"West to UC Riverside",,0,84692802,shp-16-56,0,0,01903
534171020,16,1,"West to UC Riverside",,0,84698602,shp-16-56,0,0,00104
534172020,16,1,"West to UC Riverside",,0,84692102,shp-16-56,0,0,01901
534173020,16,1,"West to UC Riverside",,0,84694102,shp-16-56,0,0,01904
534174020,16,1,"West to UC Riverside",,0,84695102,shp-16-56,0,0,01905
534175020,16,1,"West to UC Riverside",,0,84692302,shp-16-56,0,0,01902
534176020,16,1,"West to UC Riverside",,0,84695902,shp-16-56,0,0,01906
534177020,16,1,"West to UC Riverside",,0,84697202,shp-16-56,0,0,01908
534178020,16,1,"West to UC Riverside",,0,84695302,shp-16-56,0,0,02203
534179020,16,1,"West to UC Riverside",,0,84708902,shp-16-56,0,0,01917
534180020,16,1,"West to UC Riverside",,0,84707802,shp-16-56,0,0,01915
534181020,16,1,"West to UC Riverside",,0,84694102,shp-16-56,0,0,01904
534182020,16,1,"West to UC Riverside",,0,84708302,shp-16-56,0,0,01920
534183020,16,1,"West to UC Riverside",,0,84708402,shp-16-56,0,0,02209
534184020,16,1,"West to UC Riverside",,0,84695902,shp-16-56,0,0,01906
534185020,16,1,"West to UC Riverside",,0,84708702,shp-16-56,0,0,01916
534186020,16,1,"West to UC Riverside",,0,84708102,shp-16-56,0,0,01923
534187020,16,1,"West to UC Riverside",,0,84708902,shp-16-56,0,0,01917
534188020,16,1,"West to UC Riverside",,0,84707802,shp-16-56,0,0,01915
534189020,16,1,"West to UC Riverside",,0,84707902,shp-16-56,0,0,01922
534190020,16,1,"West to UC Riverside",,0,84708302,shp-16-56,0,0,01920
534191020,16,1,"West to UC Riverside",,0,84695402,shp-16-56,0,0,02212
534192020,16,1,"West to UC Riverside",,0,84705002,shp-16-56,0,0,00116
534193020,16,1,"West to UC Riverside",,0,84708702,shp-16-56,0,0,01916
534194020,16,1,"West to UC Riverside",,0,84708102,shp-16-56,0,0,01923
534233020,16,1,"West to UC Riverside",,0,84699002,shp-16-56,0,0,00112
534234020,16,1,"West to UC Riverside",,0,84694002,shp-16-56,0,0,02202
534235020,16,1,"West to UC Riverside",,0,84692802,shp-16-56,0,0,01903
534236020,16,1,"West to UC Riverside",,0,84697902,shp-16-56,0,0,01911
534237020,16,1,"West to UC Riverside",,0,84697402,shp-16-56,0,0,01909
534238020,16,1,"West to UC Riverside",,0,84697802,shp-16-56,0,0,01912
534239020,16,1,"West to UC Riverside",,0,84697702,shp-16-56,0,0,01910
534240020,16,1,"West to UC Riverside",,0,84698202,shp-16-56,0,0,01914
534241020,16,1,"West to UC Riverside",,0,84699002,shp-16-56,0,0,00112
534242020,16,1,"West to UC Riverside",,0,84708502,shp-16-56,0,0,01919
534243020,16,1,"West to UC Riverside",,0,84707002,shp-16-56,0,0,01601
534244020,16,1,"West to UC Riverside",,0,84709202,shp-16-56,0,0,02207
534245020,16,1,"West to UC Riverside",,0,84708802,shp-16-56,0,0,01918
534246020,16,1,"West to UC Riverside",,0,84709302,shp-16-56,0,0,01921
534247020,16,1,"West to UC Riverside",,0,84709002,shp-16-56,0,0,01924
534248020,16,1,"West to UC Riverside",,0,84698202,shp-16-56,0,0,01914
534249020,16,1,"West to UC Riverside",,0,84708802,shp-16-56,0,0,01918
534250020,16,1,"West to UC Riverside",,0,84708002,shp-16-56,0,0,01602
534195020,16,1,"East to Moreno Valley Mall",,1,84695902,shp-16-06,0,0,01906
534196020,16,1,"East to Moreno Valley Mall",,1,84692802,shp-16-06,0,0,01903
534197020,16,1,"East to Moreno Valley Mall",,1,84698702,shp-16-06,0,0,01907
534198020,16,1,"East to Moreno Valley Mall",,1,84692102,shp-16-06,0,0,01901
534199020,16,1,"East to Moreno Valley Mall",,1,84694102,shp-16-06,0,0,01904
534200020,16,1,"East to Moreno Valley Mall",,1,84708202,shp-16-06,0,0,01913
534201020,16,1,"East to Moreno Valley Mall",,1,84692302,shp-16-06,0,0,01902
534202020,16,1,"East to Moreno Valley Mall",,1,84695902,shp-16-06,0,0,01906
534203020,16,1,"East to Moreno Valley Mall",,1,84708702,shp-16-06,0,0,01916
534204020,16,1,"East to Moreno Valley Mall",,1,84695302,shp-16-06,0,0,02203
534205020,16,1,"East to Moreno Valley Mall",,1,84708902,shp-16-06,0,0,01917
534206020,16,1,"East to Moreno Valley Mall",,1,84707802,shp-16-06,0,0,01915
534207020,16,1,"East to Moreno Valley Mall",,1,84707902,shp-16-06,0,0,01922
534208020,16,1,"East to Moreno Valley Mall",,1,84708302,shp-16-06,0,0,01920
534209020,16,1,"East to Moreno Valley Mall",,1,84708402,shp-16-06,0,0,02209
534210020,16,1,"East to Moreno Valley Mall",,1,84705002,shp-16-06,0,0,00116
534211020,16,1,"East to Moreno Valley Mall",,1,84708702,shp-16-06,0,0,01916
534212020,16,1,"East to Moreno Valley Mall",,1,84708102,shp-16-06,0,0,01923
534213020,16,1,"East to Moreno Valley Mall",,1,84708902,shp-16-06,0,0,01917
534214020,16,1,"East to Moreno Valley Mall",,1,84707802,shp-16-06,0,0,01915
534215020,16,1,"East to Moreno Valley Mall",,1,84708302,shp-16-06,0,0,01920
534216020,16,1,"East to Moreno Valley Mall",,1,84707902,shp-16-06,0,0,01922
534217020,16,1,"East to Moreno Valley Mall",,1,84709102,shp-16-06,0,0,02210
534218020,16,1,"East to Moreno Valley Mall",,1,84697702,shp-16-06,0,0,01910
534219020,16,1,"East to Moreno Valley Mall",,1,84698202,shp-16-06,0,0,01914
534220020,16,1,"East to Moreno Valley Mall",,1,84699002,shp-16-06,0,0,00112
534221020,16,1,"East to Moreno Valley Mall",,1,84694002,shp-16-06,0,0,02202
534222020,16,1,"East to Moreno Valley Mall",,1,84692802,shp-16-06,0,0,01903
534223020,16,1,"East to Moreno Valley Mall",,1,84697902,shp-16-06,0,0,01911
534224020,16,1,"East to Moreno Valley Mall",,1,84708802,shp-16-06,0,0,01918
534225020,16,1,"East to Moreno Valley Mall",,1,84709302,shp-16-06,0,0,01921
534226020,16,1,"East to Moreno Valley Mall",,1,84709002,shp-16-06,0,0,01924
534227020,16,1,"East to Moreno Valley Mall",,1,84698202,shp-16-06,0,0,01914
534228020,16,1,"East to Moreno Valley Mall",,1,84709502,shp-16-06,0,0,01925
534229020,16,1,"East to Moreno Valley Mall",,1,84708502,shp-16-06,0,0,01919
534230020,16,1,"East to Moreno Valley Mall",,1,84707002,shp-16-06,0,0,01601
534231020,16,1,"East to Moreno Valley Mall",,1,84709202,shp-16-06,0,0,02207
534232020,16,1,"East to Moreno Valley Mall",,1,84708802,shp-16-06,0,0,01918
534251020,16,1,"East to Moreno Valley Mall",,1,84708102,shp-16-06,0,0,01923
534252020,16,1,"East to Moreno Valley Mall",,1,84708002,shp-16-06,0,0,01602
534375020,18,1,"South to Moreno Valley College",,0,84707702,shp-18-51,0,0,01803
534376020,18,1,"South to Moreno Valley College",,0,84694502,shp-18-51,0,0,01801
534377020,18,1,"South to Moreno Valley College",,0,84694502,shp-18-51,0,0,01801
534378020,18,1,"South to Moreno Valley College",,0,84696302,shp-18-51,0,0,01802
534379020,18,1,"South to Moreno Valley College",,0,84707702,shp-18-51,0,0,01803
534380020,18,1,"South to Moreno Valley College",,0,84707602,shp-18-51,0,0,01804
534381020,18,1,"South to Moreno Valley College",,0,84707602,shp-18-51,0,0,01804
534382020,18,1,"South to Moreno Valley College",,0,84694502,shp-18-51,0,0,01801
534383020,18,1,"South to Moreno Valley College",,0,84707702,shp-18-51,0,0,01803
534384020,18,1,"South to Moreno Valley College",,0,84707702,shp-18-51,0,0,01803
534363020,18,1,"North to Moreno Valley Mall",,1,84707702,shp-18-08,0,0,01803
534364020,18,1,"North to Moreno Valley Mall",,1,84707702,shp-18-08,0,0,01803
534365020,18,1,"North to Moreno Valley Mall",,1,84707702,shp-18-08,0,0,01803
534366020,18,1,"North to Moreno Valley Mall",,1,84694502,shp-18-08,0,0,01801
534367020,18,1,"North to Moreno Valley Mall",,1,84707702,shp-18-08,0,0,01803
534368020,18,1,"North to Moreno Valley Mall",,1,84707602,shp-18-08,0,0,01804
534369020,18,1,"North to Moreno Valley Mall",,1,84707602,shp-18-08,0,0,01804
534370020,18,1,"North to Moreno Valley Mall",,1,84694502,shp-18-08,0,0,01801
534371020,18,1,"North to Moreno Valley Mall",,1,84694502,shp-18-08,0,0,01801
534372020,18,1,"North to Moreno Valley Mall",,1,84696302,shp-18-08,0,0,01802
534373020,18,1,"North to Moreno Valley Mall",,1,84696302,shp-18-08,0,0,01802
534374020,18,1,"North to Moreno Valley Mall",,1,84694502,shp-18-08,0,0,01801
534710020,19,1,"South to Perris Station Transit Center",,0,84692102,shp-19-57,0,0,01901
534711020,19,1,"South to Perris Station Transit Center",,0,84695102,shp-19-57,0,0,01905
534712020,19,1,"South to Perris Station Transit Center",,0,84695902,shp-19-57,0,0,01906
534713020,19,1,"South to Perris Station Transit Center",,0,84692802,shp-19-57,0,0,01903
534714020,19,1,"South to Perris Station Transit Center",,0,84698702,shp-19-57,0,0,01907
534715020,19,1,"South to Perris Station Transit Center",,0,84692102,shp-19-57,0,0,01901
534716020,19,1,"South to Perris Station Transit Center",,0,84694102,shp-19-57,0,0,01904
534717020,19,1,"South to Perris Station Transit Center",,0,84708202,shp-19-57,0,0,01913
534718020,19,1,"South to Perris Station Transit Center",,0,84692302,shp-19-57,0,0,01902
534719020,19,1,"South to Perris Station Transit Center",,0,84695902,shp-19-57,0,0,01906
534720020,19,1,"South to Perris Station Transit Center",,0,84708702,shp-19-57,0,0,01916
534721020,19,1,"South to Perris Station Transit Center",,0,84695302,shp-19-57,0,0,02203
534722020,19,1,"South to Perris Station Transit Center",,0,84708902,shp-19-57,0,0,01917
534723020,19,1,"South to Perris Station Transit Center",,0,84707802,shp-19-57,0,0,01915
534724020,19,1,"South to Perris Station Transit Center",,0,84707902,shp-19-57,0,0,01922
534725020,19,1,"South to Perris Station Transit Center",,0,84708302,shp-19-57,0,0,01920
534726020,19,1,"South to Perris Station Transit Center",,0,84708402,shp-19-57,0,0,02209
534727020,19,1,"South to Perris Station Transit Center",,0,84705002,shp-19-57,0,0,00116
534728020,19,1,"South to Perris Station Transit Center",,0,84708702,shp-19-57,0,0,01916
534729020,19,1,"South to Perris Station Transit Center",,0,84708102,shp-19-57,0,0,01923
534730020,19,1,"South to Perris Station Transit Center",,0,84708902,shp-19-57,0,0,01917
534731020,19,1,"South to Perris Station Transit Center",,0,84707802,shp-19-57,0,0,01915
534732020,19,1,"South to Perris Station Transit Center",,0,84708302,shp-19-57,0,0,01920
534733020,19,1,"South to Perris Station Transit Center",,0,84709102,shp-19-57,0,0,02210
534735020,19,1,"South to Perris Station Transit Center",,0,84707902,shp-19-57,0,0,01922
534747020,19,1,"South to Perris Station Transit Center",,0,84708102,shp-19-57,0,0,01923
534748020,19,1,"South to Perris Station Transit Center",,0,84709702,shp-19-57,0,0,01926
534764020,19,1,"South to Perris Station Transit Center",,0,84697402,shp-19-57,0,0,01909
534765020,19,1,"South to Perris Station Transit Center",,0,84697802,shp-19-57,0,0,01912
534766020,19,1,"South to Perris Station Transit Center",,0,84697702,shp-19-57,0,0,01910
534767020,19,1,"South to Perris Station Transit Center",,0,84698202,shp-19-57,0,0,01914
534768020,19,1,"South to Perris Station Transit Center",,0,84699002,shp-19-57,0,0,00112
534769020,19,1,"South to Perris Station Transit Center",,0,84694002,shp-19-57,0,0,02202
534770020,19,1,"South to Perris Station Transit Center",,0,84698602,shp-19-57,0,0,00104
534771020,19,1,"South to Perris Station Transit Center",,0,84697902,shp-19-57,0,0,01911
534772020,19,1,"South to Perris Station Transit Center",,0,84708802,shp-19-57,0,0,01918
534773020,19,1,"South to Perris Station Transit Center",,0,84709302,shp-19-57,0,0,01921
534774020,19,1,"South to Perris Station Transit Center",,0,84709002,shp-19-57,0,0,01924
534775020,19,1,"South to Perris Station Transit Center",,0,84698202,shp-19-57,0,0,01914
534776020,19,1,"South to Perris Station Transit Center",,0,84709502,shp-19-57,0,0,01925
534777020,19,1,"South to Perris Station Transit Center",,0,84708502,shp-19-57,0,0,01919
534778020,19,1,"South to Perris Station Transit Center",,0,84707002,shp-19-57,0,0,01601
534779020,19,1,"South to Perris Station Transit Center",,0,84709202,shp-19-57,0,0,02207
534780020,19,1,"South to Perris Station Transit Center",,0,84708802,shp-19-57,0,0,01918
534782020,19,1,"South to Perris Station Transit Center",,0,84694102,shp-19-57,0,0,01904
