From_ID,To_ID,NearRank,From_GEO_ID,From_STATE,From_COUNTY,From_TRACT,From_BLKGRP,From_Name,From_LSAD,From_CENSUSAREA,From_Shape__Area,From_Shape__Length,From_ORIG_FID,To_geoid,To_hos_address,To_hos_coordinates,Total_Miles
71,2,1,1500000US060250113004,6,25,11300,4,4,BG,0.79000002,,,71,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,4.44055781
71,1,2,1500000US060250113004,6,25,11300,4,4,BG,0.79000002,,,71,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,15.88169476
72,2,1,1500000US060250114001,6,25,11400,1,1,BG,0.73799998,,,72,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.7681169
72,1,2,1500000US060250114001,6,25,11400,1,1,BG,0.73799998,,,72,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.1329891
73,2,1,1500000US060250114003,6,25,11400,3,3,BG,0.61699998,,,73,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.67602031
73,1,2,1500000US060250114003,6,25,11400,3,3,BG,0.61699998,,,73,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.82803648
74,2,1,1500000US060250115001,6,25,11500,1,1,BG,0.273,,,74,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.01476485
74,1,2,1500000US060250115001,6,25,11500,1,1,BG,0.273,,,74,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.37030073
75,2,1,1500000US060250115003,6,25,11500,3,3,BG,0.111,,,75,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.31727599
75,1,2,1500000US060250115003,6,25,11500,3,3,BG,0.111,,,75,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.12907644
76,2,1,1500000US060250115004,6,25,11500,4,4,BG,0.29300001,,,76,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.46093793
76,1,2,1500000US060250115004,6,25,11500,4,4,BG,0.29300001,,,76,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,10.87809791
77,2,1,1500000US060250116002,6,25,11600,2,2,BG,0.213,,,77,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.8900862
77,1,2,1500000US060250116002,6,25,11600,2,2,BG,0.213,,,77,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.69685421
78,2,1,1500000US060250116003,6,25,11600,3,3,BG,0.21799999,,,78,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.59137308
78,1,2,1500000US060250116003,6,25,11600,3,3,BG,0.21799999,,,78,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.72347996
79,2,1,1500000US060250116004,6,25,11600,4,4,BG,0.19,,,79,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.70697685
79,1,2,1500000US060250116004,6,25,11600,4,4,BG,0.19,,,79,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.08812775
80,2,1,1500000US060250117002,6,25,11700,2,2,BG,0.255,,,80,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.32128623
80,1,2,1500000US060250117002,6,25,11700,2,2,BG,0.255,,,80,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.54788147
81,2,1,1500000US060250117003,6,25,11700,3,3,BG,0.20999999,,,81,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.68576276
81,1,2,1500000US060250117003,6,25,11700,3,3,BG,0.20999999,,,81,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.54166868
82,2,1,1500000US060250118012,6,25,11801,2,2,BG,1.03799999,,,82,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.29606913
82,1,2,1500000US060250118012,6,25,11801,2,2,BG,1.03799999,,,82,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.32431438
83,2,1,1500000US060250118021,6,25,11802,1,1,BG,0.12800001,,,83,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.6975161
83,1,2,1500000US060250118021,6,25,11802,1,1,BG,0.12800001,,,83,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.80701656
84,2,1,1500000US060250118022,6,25,11802,2,2,BG,0.119,,,84,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.50850371
84,1,2,1500000US060250118022,6,25,11802,2,2,BG,0.119,,,84,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.7260602
85,2,1,1500000US060250118024,6,25,11802,4,4,BG,0.147,,,85,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,0.34295023
85,1,2,1500000US060250118024,6,25,11802,4,4,BG,0.147,,,85,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.46776247
86,2,1,1500000US060250118031,6,25,11803,1,1,BG,4.8119998,,,86,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.28093297
86,1,2,1500000US060250118031,6,25,11803,1,1,BG,4.8119998,,,86,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,13.56852622
87,2,1,1500000US060250119001,6,25,11900,1,1,BG,43.16199875,,,87,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,6.30211678
87,1,2,1500000US060250119001,6,25,11900,1,1,BG,43.16199875,,,87,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,18.5544758
88,2,1,1500000US060250119002,6,25,11900,2,2,BG,31.23399925,,,88,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,12.62652504
88,1,2,1500000US060250119002,6,25,11900,2,2,BG,31.23399925,,,88,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,20.82768716
89,2,1,1500000US060250119003,6,25,11900,3,3,BG,12.4289999,,,89,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,7.92343897
89,1,2,1500000US060250119003,6,25,11900,3,3,BG,12.4289999,,,89,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,17.8654902
90,2,1,1500000US060250120021,6,25,12002,1,1,BG,1.36800003,,,90,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,9.09248131
90,1,2,1500000US060250120021,6,25,12002,1,1,BG,1.36800003,,,90,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,20.10224681
91,2,1,1500000US060250120022,6,25,12002,2,2,BG,0.52600002,,,91,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,8.39299131
91,1,2,1500000US060250120022,6,25,12002,2,2,BG,0.52600002,,,91,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,19.48809451
92,2,1,1500000US060250121001,6,25,12100,1,1,BG,0.146,,,92,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,8.23515545
92,1,2,1500000US060250121001,6,25,12100,1,1,BG,0.146,,,92,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,19.67756934
93,2,1,1500000US060250121003,6,25,12100,3,3,BG,0.25999999,,,93,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,8.84267637
93,1,2,1500000US060250121003,6,25,12100,3,3,BG,0.25999999,,,93,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,20.31516992
94,2,1,1500000US060250113001,6,25,11300,1,1,BG,42.16699982,,,94,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,5.64268319
94,1,2,1500000US060250113001,6,25,11300,1,1,BG,42.16699982,,,94,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,12.9345882
95,2,1,1500000US060250112021,6,25,11202,1,1,BG,0.24699999,,,95,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.07662588
95,1,2,1500000US060250112021,6,25,11202,1,1,BG,0.24699999,,,95,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,11.30703924
96,2,1,1500000US060250112022,6,25,11202,2,2,BG,0.25999999,,,96,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487,1.80895215
96,1,2,1500000US060250112022,6,25,11202,2,2,BG,0.25999999,,,96,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953,10.55633017
